Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 7 for remote forward to localhost:8123
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://kzajg-49-43-229-224.run.pinggy-free.link
https://kzajg-49-43-229-224.run.pinggy-free.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 0, SB: 0, TC: 0, AC: 0               
RB: 0, SB: 0, TC: 0, AC: 4294967295               
RB: 0, SB: 0, TC: 1, AC: 0               
RB: 0, SB: 0, TC: 1, AC: 0               
RB: 442, SB: 16103, TC: 2, AC: 2               
RB: 442, SB: 16103, TC: 2, AC: 1               
RB: 55313, SB: 261110217, TC: 77, AC: 11               
RB: 55313, SB: 261110217, TC: 77, AC: 10               
RB: 55313, SB: 261110217, TC: 78, AC: 11               
RB: 55313, SB: 261110217, TC: 78, AC: 11               
RB: 55313, SB: 263125449, TC: 74, AC: 11               
RB: 55313, SB: 264436169, TC: 74, AC: 11               
RB: 55313, SB: 266893769, TC: 74, AC: 5               
RB: 55313, SB: 266893769, TC: 74, AC: 5               
RB: 55313, SB: 269584841, TC: 75, AC: 6               
RB: 55313, SB: 269584841, TC: 75, AC: 6               
RB: 55313, SB: 269584841, TC: 75, AC: 5               
RB: 55313, SB: 269584841, TC: 76, AC: 6               
RB: 55313, SB: 269584841, TC: 76, AC: 6               
RB: 55313, SB: 269584841, TC: 76, AC: 6               
RB: 55313, SB: 269584841, TC: 76, AC: 6               
RB: 55313, SB: 269584841, TC: 76, AC: 6               
RB: 55313, SB: 269584841, TC: 76, AC: 6               
RB: 56809, SB: 272277057, TC: 79, AC: 6               
RB: 56809, SB: 272277057, TC: 79, AC: 6               
RB: 59078, SB: 274214465, TC: 79, AC: 6               
RB: 59078, SB: 274214465, TC: 79, AC: 6               
RB: 59078, SB: 274214465, TC: 79, AC: 6               
RB: 59078, SB: 274214465, TC: 79, AC: 5               
RB: 59078, SB: 274214465, TC: 80, AC: 6               
RB: 59078, SB: 274214465, TC: 80, AC: 5               
RB: 59078, SB: 274214465, TC: 81, AC: 6               
RB: 59078, SB: 274214465, TC: 81, AC: 5               
RB: 59078, SB: 274214465, TC: 82, AC: 6               
RB: 59078, SB: 274214465, TC: 82, AC: 5               
RB: 59078, SB: 274214465, TC: 83, AC: 6               
RB: 59078, SB: 277853279, TC: 79, AC: 6               
RB: 59078, SB: 278017119, TC: 79, AC: 6               
RB: 59078, SB: 278160479, TC: 79, AC: 5               
RB: 59078, SB: 280802399, TC: 79, AC: 1               
RB: 59078, SB: 281130079, TC: 79, AC: 1               
RB: 59078, SB: 284210271, TC: 79, AC: 1               
RB: 59078, SB: 284439647, TC: 79, AC: 1               
RB: 59078, SB: 287749215, TC: 79, AC: 1               
RB: 59078, SB: 289584223, TC: 79, AC: 1               
RB: 59078, SB: 292992095, TC: 79, AC: 1               
RB: 59078, SB: 294237279, TC: 79, AC: 1               
RB: 59078, SB: 298038367, TC: 79, AC: 1               
RB: 59078, SB: 298161247, TC: 79, AC: 1               
RB: 59078, SB: 301151327, TC: 79, AC: 1               
RB: 59078, SB: 304460895, TC: 79, AC: 1               
RB: 59078, SB: 307672159, TC: 79, AC: 1               
RB: 59078, SB: 309605471, TC: 79, AC: 1               
RB: 59078, SB: 312063071, TC: 79, AC: 1               
RB: 59078, SB: 314258527, TC: 79, AC: 1               
RB: 59078, SB: 317076575, TC: 79, AC: 1               
RB: 59078, SB: 318059615, TC: 79, AC: 1               
RB: 59078, SB: 318162015, TC: 79, AC: 1               
RB: 59078, SB: 321172575, TC: 79, AC: 1               
RB: 59078, SB: 324482143, TC: 79, AC: 1               
RB: 59078, SB: 326906975, TC: 79, AC: 1               
RB: 59078, SB: 329004127, TC: 79, AC: 1               
RB: 59078, SB: 331297887, TC: 79, AC: 1               
RB: 59078, SB: 333722719, TC: 79, AC: 1               
RB: 59078, SB: 335983711, TC: 79, AC: 1               
RB: 59078, SB: 338080863, TC: 79, AC: 1               
RB: 59078, SB: 338162783, TC: 79, AC: 1               
RB: 59078, SB: 340505695, TC: 79, AC: 1               
RB: 59078, SB: 341193823, TC: 79, AC: 1               
RB: 59078, SB: 343913567, TC: 79, AC: 1               
RB: 59078, SB: 344503391, TC: 79, AC: 1               
RB: 59078, SB: 347223135, TC: 79, AC: 1               
RB: 59078, SB: 349025375, TC: 79, AC: 1               
RB: 59078, SB: 351188063, TC: 79, AC: 1               
RB: 59078, SB: 353186911, TC: 79, AC: 1               
RB: 59078, SB: 355218527, TC: 79, AC: 1               
RB: 59078, SB: 357413983, TC: 79, AC: 1               
RB: 59078, SB: 358167647, TC: 79, AC: 1               
RB: 59078, SB: 361215071, TC: 79, AC: 1               
RB: 59078, SB: 364524639, TC: 79, AC: 1               
RB: 59078, SB: 368948319, TC: 79, AC: 1               
RB: 59078, SB: 369046623, TC: 79, AC: 1               
RB: 59078, SB: 372913247, TC: 79, AC: 1               
RB: 59078, SB: 373208159, TC: 79, AC: 1               
RB: 59078, SB: 376484959, TC: 79, AC: 1               
RB: 59078, SB: 377435231, TC: 79, AC: 1               
RB: 59078, SB: 378168415, TC: 79, AC: 1               
RB: 59078, SB: 378168415, TC: 79, AC: 0               
RB: 59078, SB: 378168415, TC: 80, AC: 1               
RB: 59078, SB: 380904893, TC: 79, AC: 1               
RB: 59078, SB: 380904893, TC: 79, AC: 0               
RB: 59078, SB: 380904893, TC: 79, AC: 0               
RB: 59078, SB: 380904893, TC: 79, AC: 0               
RB: 59787, SB: 380905080, TC: 80, AC: 1               
RB: 59787, SB: 380905080, TC: 80, AC: 0               
RB: 59787, SB: 380905080, TC: 81, AC: 1               
RB: 59787, SB: 380905080, TC: 81, AC: 1               
RB: 59787, SB: 380905080, TC: 81, AC: 1               
RB: 59787, SB: 380905080, TC: 81, AC: 1               
RB: 59787, SB: 380905080, TC: 81, AC: 1               
RB: 59787, SB: 380905080, TC: 81, AC: 1               
RB: 60572, SB: 381270725, TC: 82, AC: 3               
RB: 60572, SB: 381270725, TC: 82, AC: 3               
RB: 60572, SB: 381270725, TC: 82, AC: 2               
RB: 60572, SB: 381270725, TC: 83, AC: 3               
RB: 60572, SB: 381270725, TC: 83, AC: 3               
RB: 60572, SB: 381270725, TC: 83, AC: 2               
RB: 60572, SB: 381270725, TC: 84, AC: 3               
RB: 60572, SB: 381270725, TC: 84, AC: 3               
RB: 62841, SB: 383627551, TC: 84, AC: 5               
RB: 62841, SB: 383627551, TC: 84, AC: 4               
RB: 62841, SB: 383627551, TC: 85, AC: 5               
RB: 62841, SB: 383627551, TC: 85, AC: 4               
RB: 62841, SB: 383627551, TC: 86, AC: 5               
RB: 62841, SB: 383627551, TC: 86, AC: 5               
RB: 63691, SB: 386451603, TC: 85, AC: 6               
RB: 63691, SB: 386451603, TC: 85, AC: 6               
RB: 63691, SB: 386451603, TC: 85, AC: 5               
RB: 63691, SB: 386451603, TC: 86, AC: 6               
RB: 63691, SB: 386457518, TC: 85, AC: 6               
RB: 63691, SB: 386457518, TC: 85, AC: 3               
RB: 63691, SB: 386457518, TC: 85, AC: 0               
RB: 63691, SB: 386457518, TC: 85, AC: 0               
RB: 64404, SB: 386457518, TC: 86, AC: 1               
RB: 64404, SB: 386457518, TC: 86, AC: 1               
RB: 64404, SB: 386457518, TC: 86, AC: 0               
RB: 64404, SB: 386457518, TC: 87, AC: 1               
RB: 64404, SB: 386474986, TC: 86, AC: 1               
RB: 64404, SB: 386474986, TC: 86, AC: 0               
RB: 64404, SB: 386474986, TC: 86, AC: 0               
RB: 64404, SB: 386474986, TC: 86, AC: 0               
RB: 65132, SB: 386868406, TC: 87, AC: 1               
RB: 65132, SB: 386868406, TC: 87, AC: 0               
RB: 65132, SB: 386868406, TC: 88, AC: 1               
RB: 65132, SB: 386868406, TC: 88, AC: 1               
RB: 65132, SB: 388480502, TC: 88, AC: 2               
RB: 65132, SB: 388480502, TC: 88, AC: 2               
RB: 65132, SB: 388480502, TC: 88, AC: 2               
RB: 65132, SB: 388480502, TC: 88, AC: 1               
RB: 65132, SB: 388480502, TC: 89, AC: 2               
RB: 65132, SB: 388480502, TC: 89, AC: 2               
RB: 65132, SB: 388480502, TC: 89, AC: 1               
RB: 65132, SB: 388480502, TC: 90, AC: 2               
RB: 66619, SB: 388825601, TC: 89, AC: 3               
RB: 66619, SB: 388825601, TC: 89, AC: 2               
RB: 66619, SB: 388825601, TC: 89, AC: 0               
RB: 66619, SB: 388825601, TC: 89, AC: 0               
RB: 66619, SB: 388825601, TC: 89, AC: 0               
RB: 67346, SB: 391381505, TC: 90, AC: 1               
RB: 67346, SB: 391381505, TC: 90, AC: 0               
RB: 67346, SB: 391381505, TC: 91, AC: 1               
RB: 67346, SB: 392294453, TC: 90, AC: 1               
RB: 67346, SB: 392294453, TC: 90, AC: 0               
RB: 67346, SB: 392294453, TC: 90, AC: 0               
RB: 67346, SB: 392294453, TC: 91, AC: 1               
RB: 67346, SB: 392294453, TC: 91, AC: 0               
RB: 67346, SB: 392294453, TC: 92, AC: 1               
RB: 67346, SB: 392294453, TC: 92, AC: 1               
RB: 68074, SB: 392294657, TC: 91, AC: 1               
RB: 68074, SB: 392294657, TC: 91, AC: 1               
RB: 68074, SB: 392294657, TC: 91, AC: 1               
RB: 68074, SB: 392294657, TC: 91, AC: 0               
RB: 68074, SB: 392294657, TC: 92, AC: 1               
RB: 68822, SB: 392312125, TC: 92, AC: 2               
RB: 68822, SB: 392312125, TC: 92, AC: 2               
RB: 68822, SB: 392312125, TC: 92, AC: 2               
RB: 68822, SB: 392312125, TC: 92, AC: 1               
RB: 68822, SB: 392312125, TC: 93, AC: 2               
RB: 69604, SB: 392329593, TC: 93, AC: 2               
RB: 69604, SB: 392329593, TC: 93, AC: 2               
RB: 69604, SB: 392329593, TC: 93, AC: 2               
RB: 69604, SB: 392329593, TC: 93, AC: 2               
RB: 69604, SB: 392329593, TC: 93, AC: 2               
RB: 69604, SB: 392329593, TC: 93, AC: 2               
RB: 69604, SB: 392329593, TC: 93, AC: 2               
RB: 69604, SB: 392329593, TC: 93, AC: 1               
RB: 69604, SB: 392329593, TC: 94, AC: 2               
RB: 69604, SB: 392329593, TC: 94, AC: 2               
RB: 69604, SB: 392329593, TC: 94, AC: 1               
RB: 69604, SB: 392329593, TC: 95, AC: 2               
RB: 72658, SB: 392970399, TC: 97, AC: 6               
RB: 72658, SB: 392970399, TC: 97, AC: 6               
RB: 72658, SB: 396841119, TC: 97, AC: 5               
RB: 72658, SB: 396841119, TC: 97, AC: 4               
RB: 72658, SB: 396841119, TC: 98, AC: 5               
RB: 72658, SB: 396841119, TC: 98, AC: 4               
RB: 72658, SB: 396841119, TC: 99, AC: 5               
RB: 72658, SB: 396841119, TC: 99, AC: 5               
RB: 73508, SB: 397858835, TC: 98, AC: 6               
RB: 73508, SB: 397858835, TC: 98, AC: 6               
RB: 73508, SB: 397858835, TC: 98, AC: 5               
RB: 73508, SB: 397858835, TC: 99, AC: 6               
RB: 73508, SB: 397864750, TC: 98, AC: 3               
RB: 73508, SB: 397864750, TC: 98, AC: 1               
RB: 73508, SB: 397864750, TC: 98, AC: 0               
RB: 73508, SB: 397864750, TC: 98, AC: 0               
RB: 73508, SB: 397864750, TC: 98, AC: 0               
RB: 74236, SB: 398700466, TC: 99, AC: 1               
RB: 74236, SB: 398700466, TC: 99, AC: 0               
RB: 74236, SB: 398700466, TC: 100, AC: 1               
RB: 74236, SB: 398700466, TC: 100, AC: 1               
RB: 74236, SB: 398700466, TC: 100, AC: 1               
RB: 74236, SB: 398700466, TC: 100, AC: 1               
RB: 74236, SB: 398700466, TC: 100, AC: 0               
RB: 74236, SB: 398700466, TC: 101, AC: 1               
RB: 74981, SB: 399929222, TC: 101, AC: 3               
RB: 74981, SB: 399929222, TC: 101, AC: 3               
RB: 74981, SB: 399929222, TC: 101, AC: 2               
RB: 74981, SB: 399929222, TC: 102, AC: 3               
RB: 75723, SB: 400215365, TC: 101, AC: 3               
RB: 75723, SB: 400215365, TC: 101, AC: 1               
RB: 75723, SB: 400215365, TC: 101, AC: 0               
RB: 75723, SB: 400215365, TC: 101, AC: 0               
RB: 75723, SB: 400215365, TC: 102, AC: 1               
RB: 75723, SB: 400215365, TC: 102, AC: 1               
RB: 76450, SB: 402181445, TC: 102, AC: 1               
RB: 76450, SB: 402181445, TC: 102, AC: 0               
RB: 76450, SB: 402181445, TC: 103, AC: 1               
RB: 76450, SB: 403684217, TC: 102, AC: 1               
RB: 76450, SB: 403684217, TC: 102, AC: 0               
RB: 76450, SB: 403684217, TC: 102, AC: 0               
RB: 76450, SB: 403684217, TC: 102, AC: 0               
RB: 76450, SB: 403684217, TC: 102, AC: 4294967295               
RB: 76450, SB: 403684217, TC: 103, AC: 0               
RB: 76450, SB: 403684217, TC: 103, AC: 0               
RB: 77206, SB: 403701685, TC: 104, AC: 2               
RB: 77206, SB: 403701685, TC: 104, AC: 2               
RB: 77206, SB: 403701685, TC: 104, AC: 1               
RB: 77206, SB: 403701685, TC: 105, AC: 2               
RB: 77206, SB: 403701685, TC: 105, AC: 2               
RB: 77206, SB: 403701685, TC: 105, AC: 2               
RB: 77206, SB: 403701685, TC: 105, AC: 1               
RB: 77206, SB: 403701685, TC: 106, AC: 2               
RB: 78737, SB: 403725649, TC: 105, AC: 3               
RB: 78737, SB: 403725649, TC: 105, AC: 2               
RB: 78737, SB: 403725649, TC: 105, AC: 0               
RB: 78737, SB: 403725649, TC: 105, AC: 0               
RB: 78737, SB: 403725649, TC: 105, AC: 4294967295               
RB: 78737, SB: 403725649, TC: 106, AC: 0               
RB: 78737, SB: 403725649, TC: 106, AC: 0               
RB: 79566, SB: 403725848, TC: 106, AC: 1               
RB: 79566, SB: 403725848, TC: 106, AC: 1               
RB: 79566, SB: 403725848, TC: 106, AC: 0               
RB: 79566, SB: 403725848, TC: 107, AC: 1               
RB: 79566, SB: 403725848, TC: 107, AC: 1               
RB: 80337, SB: 403726047, TC: 107, AC: 2               
RB: 80337, SB: 403726047, TC: 107, AC: 1               
RB: 80337, SB: 403726047, TC: 107, AC: 0               
RB: 80337, SB: 403726047, TC: 107, AC: 0               
RB: 80337, SB: 403726047, TC: 107, AC: 0               
RB: 81040, SB: 403726250, TC: 108, AC: 1               
RB: 81040, SB: 403726250, TC: 108, AC: 0               
RB: 81040, SB: 403726250, TC: 109, AC: 1               
RB: 81040, SB: 403927211, TC: 108, AC: 1               
RB: 81040, SB: 403927211, TC: 108, AC: 0               
RB: 81040, SB: 403927211, TC: 108, AC: 0               
RB: 81040, SB: 403927211, TC: 108, AC: 0               
RB: 81040, SB: 403927211, TC: 108, AC: 4294967295               
RB: 81040, SB: 403927211, TC: 109, AC: 0               
RB: 81486, SB: 403944679, TC: 109, AC: 1               
RB: 81486, SB: 403944679, TC: 109, AC: 1               
RB: 81486, SB: 403944679, TC: 109, AC: 1               
RB: 81486, SB: 403944679, TC: 109, AC: 0               
RB: 81486, SB: 403944679, TC: 110, AC: 1               
RB: 81939, SB: 403945332, TC: 110, AC: 2               
RB: 81939, SB: 403945332, TC: 110, AC: 1               
RB: 81939, SB: 403945332, TC: 110, AC: 0               
RB: 81939, SB: 403945332, TC: 110, AC: 0               
RB: 81939, SB: 403945332, TC: 110, AC: 0               
RB: 81939, SB: 403945332, TC: 110, AC: 4294967295               
RB: 81939, SB: 403945332, TC: 111, AC: 0               
RB: 81939, SB: 403945332, TC: 111, AC: 0               
RB: 81939, SB: 403945332, TC: 111, AC: 0               
RB: 83475, SB: 403945985, TC: 113, AC: 3               
RB: 83475, SB: 403945985, TC: 113, AC: 3               
RB: 83475, SB: 403945985, TC: 113, AC: 2               
RB: 83475, SB: 403945985, TC: 114, AC: 3               
RB: 83475, SB: 403945985, TC: 114, AC: 2               
RB: 83475, SB: 403945985, TC: 115, AC: 3               
RB: 83475, SB: 403945985, TC: 115, AC: 3               
RB: 83475, SB: 403947291, TC: 113, AC: 3               
RB: 83475, SB: 403947291, TC: 113, AC: 2               
RB: 83475, SB: 403947291, TC: 113, AC: 0               
RB: 83475, SB: 403947291, TC: 113, AC: 0               
RB: 83475, SB: 403947291, TC: 114, AC: 1               
RB: 83475, SB: 403947291, TC: 114, AC: 1               
RB: 83475, SB: 403947291, TC: 114, AC: 0               
RB: 83475, SB: 403947291, TC: 115, AC: 1               
RB: 83475, SB: 403947291, TC: 115, AC: 1               
RB: 83475, SB: 403947291, TC: 115, AC: 1               
RB: 83475, SB: 403947291, TC: 115, AC: 1               
RB: 85042, SB: 404313123, TC: 116, AC: 3               
RB: 85042, SB: 404313123, TC: 116, AC: 3               
RB: 85042, SB: 404313123, TC: 116, AC: 3               
RB: 85042, SB: 404313123, TC: 116, AC: 3               
RB: 85042, SB: 404313123, TC: 116, AC: 3               
RB: 85042, SB: 404313123, TC: 116, AC: 2               
RB: 85042, SB: 404313123, TC: 117, AC: 3               
RB: 85042, SB: 404313123, TC: 117, AC: 3               
RB: 85042, SB: 404313123, TC: 117, AC: 2               
RB: 85042, SB: 404313123, TC: 118, AC: 3               
RB: 87305, SB: 406195640, TC: 118, AC: 5               
RB: 87305, SB: 408739052, TC: 118, AC: 5               
RB: 87305, SB: 408739052, TC: 118, AC: 4               
RB: 87305, SB: 408739052, TC: 119, AC: 5               
RB: 87305, SB: 408739052, TC: 119, AC: 4               
RB: 87305, SB: 408739052, TC: 120, AC: 5               
RB: 87305, SB: 408739052, TC: 120, AC: 5               
RB: 88153, SB: 409494624, TC: 119, AC: 6               
RB: 88153, SB: 409494624, TC: 119, AC: 6               
RB: 88153, SB: 409494624, TC: 119, AC: 5               
RB: 88153, SB: 409494624, TC: 120, AC: 6               
RB: 88153, SB: 409500539, TC: 119, AC: 3               
RB: 88153, SB: 409500539, TC: 119, AC: 1               
RB: 88153, SB: 409500539, TC: 119, AC: 0               
RB: 88153, SB: 409500539, TC: 119, AC: 0               
RB: 88153, SB: 409500539, TC: 119, AC: 0               
RB: 88879, SB: 409938811, TC: 120, AC: 1               
RB: 88879, SB: 409938811, TC: 120, AC: 0               
RB: 88879, SB: 409938811, TC: 121, AC: 1               
RB: 88879, SB: 409938811, TC: 121, AC: 1               
RB: 88879, SB: 411506055, TC: 121, AC: 2               
RB: 88879, SB: 411506055, TC: 121, AC: 2               
RB: 88879, SB: 411506055, TC: 121, AC: 2               
RB: 88879, SB: 411506055, TC: 121, AC: 1               
RB: 88879, SB: 411506055, TC: 122, AC: 2               
RB: 88879, SB: 411506055, TC: 122, AC: 2               
RB: 88879, SB: 411506055, TC: 122, AC: 1               
RB: 88879, SB: 411506055, TC: 123, AC: 2               
RB: 90362, SB: 411851154, TC: 122, AC: 3               
RB: 90362, SB: 411851154, TC: 122, AC: 2               
RB: 90362, SB: 411851154, TC: 122, AC: 0               
RB: 90362, SB: 411851154, TC: 122, AC: 0               
RB: 90362, SB: 411851154, TC: 122, AC: 0               
RB: 91087, SB: 412723806, TC: 123, AC: 1               
RB: 91087, SB: 415193694, TC: 123, AC: 1               
RB: 91087, SB: 415193694, TC: 123, AC: 0               
RB: 91087, SB: 415193694, TC: 124, AC: 1               
RB: 91087, SB: 415320006, TC: 123, AC: 1               
RB: 91087, SB: 415320006, TC: 123, AC: 0               
RB: 91087, SB: 415320006, TC: 123, AC: 0               
RB: 91087, SB: 415320006, TC: 124, AC: 1               
RB: 91087, SB: 415320006, TC: 124, AC: 1               
RB: 91701, SB: 416729236, TC: 124, AC: 1               
RB: 91701, SB: 419285140, TC: 124, AC: 1               
RB: 91701, SB: 422037652, TC: 124, AC: 1               
RB: 91701, SB: 424462484, TC: 124, AC: 1               
RB: 91701, SB: 427575444, TC: 124, AC: 1               
RB: 91701, SB: 430459028, TC: 124, AC: 1               
RB: 91701, SB: 433473684, TC: 124, AC: 1               
RB: 91701, SB: 435341460, TC: 124, AC: 1               
RB: 91701, SB: 436730004, TC: 124, AC: 1               
RB: 91701, SB: 439240852, TC: 124, AC: 1               
RB: 91701, SB: 441665684, TC: 124, AC: 1               
RB: 91701, SB: 444123284, TC: 124, AC: 1               
RB: 91701, SB: 446875796, TC: 124, AC: 1               
RB: 91701, SB: 449562772, TC: 124, AC: 1               
RB: 91701, SB: 452413588, TC: 124, AC: 1               
RB: 91701, SB: 455362708, TC: 124, AC: 1               
RB: 91701, SB: 456730772, TC: 124, AC: 1               
RB: 91701, SB: 460572820, TC: 124, AC: 1               
RB: 91701, SB: 460572820, TC: 124, AC: 1               
RB: 91701, SB: 461686932, TC: 125, AC: 2               
RB: 91701, SB: 461686932, TC: 125, AC: 2               
RB: 91701, SB: 461686932, TC: 125, AC: 1               
RB: 91701, SB: 461686932, TC: 126, AC: 2               
RB: 91701, SB: 461686932, TC: 126, AC: 2               
RB: 92548, SB: 465819995, TC: 126, AC: 3               
RB: 92548, SB: 465819995, TC: 126, AC: 2               
RB: 92548, SB: 465819995, TC: 127, AC: 3               
RB: 92548, SB: 465819995, TC: 127, AC: 3               
RB: 92548, SB: 465819995, TC: 127, AC: 3               
RB: 93337, SB: 466897442, TC: 127, AC: 4               
RB: 93337, SB: 466897442, TC: 127, AC: 4               
RB: 94063, SB: 469879534, TC: 127, AC: 4               
RB: 94063, SB: 471878382, TC: 127, AC: 4               
RB: 94063, SB: 471878382, TC: 127, AC: 4               
RB: 94063, SB: 471878382, TC: 127, AC: 3               
RB: 94063, SB: 471878382, TC: 128, AC: 4               
RB: 94790, SB: 473981998, TC: 128, AC: 3               
RB: 94790, SB: 473981998, TC: 128, AC: 3               
RB: 94790, SB: 473981998, TC: 128, AC: 2               
RB: 94790, SB: 473981998, TC: 129, AC: 3               
RB: 94790, SB: 475362810, TC: 128, AC: 3               
RB: 94790, SB: 476730874, TC: 128, AC: 1               
RB: 94790, SB: 480179706, TC: 128, AC: 1               
RB: 94790, SB: 481687034, TC: 128, AC: 1               
RB: 94790, SB: 484668922, TC: 128, AC: 1               
RB: 94790, SB: 486897146, TC: 128, AC: 1               
RB: 94790, SB: 489321978, TC: 128, AC: 1               
RB: 94790, SB: 491812346, TC: 128, AC: 1               
RB: 94790, SB: 494564858, TC: 128, AC: 1               
RB: 94790, SB: 495384058, TC: 128, AC: 1               
RB: 94790, SB: 496731642, TC: 128, AC: 1               
RB: 94790, SB: 500495866, TC: 128, AC: 1               
RB: 94790, SB: 501708282, TC: 128, AC: 1               
RB: 94790, SB: 505345530, TC: 128, AC: 1               
RB: 94790, SB: 506918394, TC: 128, AC: 1               
RB: 94790, SB: 510424570, TC: 128, AC: 1               
RB: 94790, SB: 511833594, TC: 128, AC: 1               
RB: 94790, SB: 514127354, TC: 128, AC: 1               
RB: 94790, SB: 515405306, TC: 128, AC: 1               
RB: 94790, SB: 516732410, TC: 128, AC: 1               
RB: 94790, SB: 520254970, TC: 128, AC: 1               
RB: 94790, SB: 521729530, TC: 128, AC: 1               
RB: 94790, SB: 525235706, TC: 128, AC: 1               
RB: 94790, SB: 526939642, TC: 128, AC: 1               
RB: 94790, SB: 530445818, TC: 128, AC: 1               
RB: 94790, SB: 531854842, TC: 128, AC: 1               
RB: 94790, SB: 534607354, TC: 128, AC: 1               
RB: 94790, SB: 535426554, TC: 128, AC: 1               
RB: 94790, SB: 536733178, TC: 128, AC: 1               
RB: 94790, SB: 539948538, TC: 128, AC: 1               
RB: 94790, SB: 541750778, TC: 128, AC: 1               
RB: 94790, SB: 544667130, TC: 128, AC: 1               
RB: 94790, SB: 546960890, TC: 128, AC: 1               
RB: 94790, SB: 549778938, TC: 128, AC: 1               
RB: 94790, SB: 551876090, TC: 128, AC: 1               
RB: 94790, SB: 554989050, TC: 128, AC: 1               
RB: 94790, SB: 555447802, TC: 128, AC: 1               
RB: 94790, SB: 556733946, TC: 128, AC: 1               
RB: 94790, SB: 559445498, TC: 128, AC: 1               
RB: 94790, SB: 561772026, TC: 128, AC: 1               
RB: 94790, SB: 564033018, TC: 128, AC: 1               
RB: 94790, SB: 566457850, TC: 128, AC: 1               
RB: 94790, SB: 569013754, TC: 128, AC: 1               
RB: 94790, SB: 569013754, TC: 128, AC: 1               
RB: 95536, SB: 571635194, TC: 129, AC: 2               
RB: 95536, SB: 571635194, TC: 129, AC: 2               
RB: 95536, SB: 571635194, TC: 129, AC: 1               
RB: 95536, SB: 571635194, TC: 130, AC: 2               
RB: 95536, SB: 571635194, TC: 130, AC: 2               
RB: 95536, SB: 574179894, TC: 130, AC: 3               
RB: 96316, SB: 575453750, TC: 130, AC: 3               
RB: 96316, SB: 575453750, TC: 130, AC: 3               
RB: 96316, SB: 575453750, TC: 131, AC: 4               
RB: 96316, SB: 575453750, TC: 131, AC: 4               
RB: 96316, SB: 575453750, TC: 132, AC: 5               
RB: 96316, SB: 575453750, TC: 132, AC: 4               
RB: 96316, SB: 575453750, TC: 133, AC: 5               
RB: 96316, SB: 575453750, TC: 133, AC: 5               
RB: 96316, SB: 575453750, TC: 133, AC: 4               
RB: 96316, SB: 575453750, TC: 134, AC: 5               
RB: 96316, SB: 575453750, TC: 134, AC: 5               
RB: 96316, SB: 575453750, TC: 134, AC: 4               
RB: 96316, SB: 575453750, TC: 135, AC: 5               
RB: 96316, SB: 575453750, TC: 135, AC: 5               
RB: 96316, SB: 575453750, TC: 135, AC: 4               
RB: 96316, SB: 575453750, TC: 136, AC: 5               
RB: 96316, SB: 575453750, TC: 136, AC: 5               
RB: 96316, SB: 575453750, TC: 136, AC: 4               
RB: 96316, SB: 575453750, TC: 137, AC: 5               
RB: 96316, SB: 575453750, TC: 137, AC: 5               
RB: 96316, SB: 575453750, TC: 137, AC: 5               
RB: 98656, SB: 576568773, TC: 134, AC: 6               
RB: 98656, SB: 576568773, TC: 134, AC: 5               
RB: 98656, SB: 576568773, TC: 135, AC: 6               
RB: 98656, SB: 576568773, TC: 135, AC: 6               
RB: 98656, SB: 576568773, TC: 135, AC: 6               
RB: 98656, SB: 576568773, TC: 135, AC: 6               
RB: 98656, SB: 576568773, TC: 135, AC: 5               
RB: 98656, SB: 576568773, TC: 136, AC: 6               
RB: 100216, SB: 576590337, TC: 135, AC: 7               
RB: 100216, SB: 576590337, TC: 135, AC: 7               
RB: 100216, SB: 576590337, TC: 135, AC: 7               
RB: 100216, SB: 576590337, TC: 135, AC: 7               
RB: 100216, SB: 576590337, TC: 135, AC: 7               
RB: 100216, SB: 576590337, TC: 135, AC: 7               
RB: 103262, SB: 577704653, TC: 139, AC: 11               
RB: 103262, SB: 577704653, TC: 139, AC: 11               
RB: 103262, SB: 577704653, TC: 139, AC: 10               
RB: 103262, SB: 577704653, TC: 140, AC: 11               
RB: 103262, SB: 577704653, TC: 140, AC: 11               
RB: 103262, SB: 577704653, TC: 140, AC: 11               
RB: 103262, SB: 577704653, TC: 140, AC: 10               
RB: 103262, SB: 577704653, TC: 141, AC: 11               
RB: 103262, SB: 577704653, TC: 141, AC: 10               
RB: 103262, SB: 577704653, TC: 142, AC: 11               
RB: 103262, SB: 577704653, TC: 142, AC: 11               
RB: 103262, SB: 580162978, TC: 140, AC: 12               
RB: 103262, SB: 580162978, TC: 140, AC: 12               
RB: 103262, SB: 580162978, TC: 140, AC: 11               
RB: 103262, SB: 580162978, TC: 141, AC: 12               
RB: 103262, SB: 580162978, TC: 141, AC: 11               
RB: 103262, SB: 580162978, TC: 142, AC: 12               
RB: 104110, SB: 582126117, TC: 140, AC: 5               
RB: 104110, SB: 582126117, TC: 140, AC: 2               
RB: 104110, SB: 582126117, TC: 140, AC: 0               
RB: 104110, SB: 582126117, TC: 140, AC: 0               
RB: 104110, SB: 582126117, TC: 140, AC: 0               
RB: 104836, SB: 582552305, TC: 141, AC: 1               
RB: 104836, SB: 583895793, TC: 141, AC: 1               
RB: 104836, SB: 583895793, TC: 141, AC: 0               
